"1","1","2015-08-10 22:37:08","2015-08-10 20:37:08","Please wait...","Wörk in progress",,"draft","open","open",,"hallo",,,"2015-09-02 23:42:22","2015-09-02 21:42:22",,"0","http://gingerlabs.tk/?p=1","0","post",,"1"
"14","1","2015-09-02 23:43:57","2015-09-02 21:43:57","Ich habe nun diesen Blog erstellt, um meine Gedanken, Projekte und sonstige interessante Dinge zu veröffentlichen.

Im Moment arbeite ich an diversen Projekten, unter anderem an dem Reverse-Engineering  einiger alten Platinen und einem Minecraft Telegram Bot (Mehr Infos coming soon).

Auch werde ich versuchen Infos über ältere Projekte  hier zu veröffentlichen.

(Selbstverständlich befindet sich der Blog noch im Aufbau und kann sich in nächster Zeit noch wandeln)","Hallo Welt",,"publish","open","open",,"hallo-welt",,,"2016-02-12 14:05:40","2016-02-12 13:05:40",,"0","http://gingerlabs.tk/?p=14","0","post",,"0"
"29","1","2015-09-04 23:52:39","2015-09-04 21:52:39","[caption id="""" align=""alignright"" width=""294""]<a href=""https://en.wikipedia.org/wiki/File:OriginalSimon.jpg"" target=""_blank""><img src=""https://upload.wikimedia.org/wikipedia/commons/9/99/OriginalSimon.jpg"" alt=""Original Simon Spiel"" width=""294"" height=""278"" /></a> Original Simon Spiel[/caption]

Einige kennen eventuell noch das Denkspiel <a href=""https://en.wikipedia.org/wiki/Simon_(game)"" target=""_blank"">Simon</a>.

Ich dachte mir: so ein einfaches Spiel müsste sich doch sehr einfach mit einem Arduino nachbauen lassen. Es besteht ja schließlich nur aus 4 Tastern, 4 LEDs und einem Buzzer.

Aber wieso ein Arduino für so ein einfaches Spiel vergeuden? Ein ATTiny85 tut's doch auch und ist obendrein noch günstiger.

<!--more-->

Nur ein kleines Problem: Der ATTiny hat nur 5 I/O Pins, obwohl ich für das Spiel eigentlich 9 bräuchte...

Moment, sagte ich neun? Fünf reichen doch vollkommen aus! An einen I/O-Pin kann man einen Taster und eine LED gleichzeitig anschließen, sofern man weiß wie.

Die LED ist mit dem Plus-Beinchen über einen Widerstand direkt mit V<sub>CC</sub> verbunden und der Taster hängt an GND. Das Minus-Beinchen der LED und das andere Beinchen des Tasters sind nun verbunden, was wiederum dafür sorgt, dass die LED leuchtet, sobald man den Taster drückt. An diesem Verbindungspunkt wird nun ein I/O-Pin des ATTinys angeschlossen, sodass der ATTiny sowohl den Status des Tasters abfragen, als auch die LED leuchten lassen kann.

Der letzt I/O-Pin geht nun noch für den Buzzer drauf. Man will ja schließlich auch was hören. ;)

Mit diesem Wissen und dem gratis Elektronik CAD - Programm <a href=""http://server.ibfriedrich.com/wiki/ibfwikide/index.php?title=Hauptseite"" target=""_blank"">Target 3001!</a> machte ich mich nun an den Schaltplan

[caption id=""attachment_33"" align=""alignnone"" width=""1280""]<a href=""https://gingerlabs.de/arduino-says-teil-1/photo_2015-09-04_22-24-29/"" rel=""attachment wp-att-33""><img class=""size-full wp-image-33"" src=""https://gingerlabs.de/wp-content/uploads/2015/09/photo_2015-09-04_22-24-29.jpg"" alt=""ATTiny says - Schaltplan"" width=""1280"" height=""583"" /></a> ATTiny says - Schaltplan[/caption]","Arduino Says (Teil 1)",,"publish","open","closed",,"arduino-says-teil-1",,,"2016-02-12 14:03:54","2016-02-12 13:03:54",,"0","http://gingerlabs.tk/?p=29","0","post",,"0"
"45","1","2015-09-05 17:25:44","2015-09-05 15:25:44","[caption id=""attachment_73"" align=""alignright"" width=""592""]<a href=""https://gingerlabs.de/arduino-says-teil-2/attiny-says-code-2/"" rel=""attachment wp-att-73""><img class=""wp-image-73 size-full"" src=""https://gingerlabs.de/wp-content/uploads/2015/09/ATTiny-says-code1.png"" alt=""Code Ausschnitt"" width=""592"" height=""608"" /></a> Code Ausschnitt[/caption]

Wie versprochen jetzt der zweite Teil von Arduino Says: Software

Für alle die nicht lesen wollen, hier direkt der <a href=""https://github.com/LeoDJ/ATTiny-Says/blob/master/ATTiny_says/ATTiny_says.ino"" target=""_blank"">Code</a>.
<h3>Funktionsprinzip</h3>
Der Spielablauf von Simon besteht darin, dass der Spieler eine zufällige Sequenz an aufleuchtenden LEDs mit den Knöpfen nachmachen muss. Hat er dies geschafft, wird die Sequenz um einen Schritt erweitert. Das geht so lang, bis der Spieler sich verklickt (oder die maximale Sequenzlänge erreicht wird, wobei Ersteres sehr viel wahrscheinlicher ist).

(Zum selbst ausprobieren: <a href=""http://www.freesimon.org/"" target=""_blank"">http://www.freesimon.org/</a> (mein Highscore: 17))
<h3>Code</h3>
Nach einigem Herumgebastel war die erste Version des Programmcodes auch soweit fertig und bereit geflasht zu werden. Doch wie bekommt man den Code jetzt auf den ATTiny? Der hat ja schließlich keinen USB-Anschluss...

<!--more-->

Da ich keinen USB-ISP-Programmer besitze, musste eben ein Arduino Nano mit dem ArduinoISP-Sktech als Programmer herhalten.

Die erste Version funktionierte natürlich nicht wie gedacht und brauchte noch einige Optimierungen (laut Dropbox genau genommen 31). Und für jede einzelne Änderung des Codes musste ich den ATTiny vom einen Teil des Breadboards auf den anderen stecken und wieder zurück, nur um zu sehen, dass es immer noch nicht richtig funktioniert :P
<h3>Funktionsumfang</h3>
Nach noch mehr Herumgebastel ist nun Version 0.1 des Programmcodes soweit fertig.

Es kann:
<ul>
	<li>Simon says bis zu einer Sequenzlänge von 32 (ist anscheinend das offizielle Maximum, wie <a href=""https://youtu.be/F3LjJITuheM?t=2m29s"" target=""_blank"">hier</a> zu sehen (wäre aber auf über 400 erweiterbar, bis der RAM des ATTiny (512 Byte) eben belegt ist)</li>
	<li>Tastentöne</li>
	<li>Kleine Animationen (einmal blinken = Spielstart, zweimal blinken = verloren)</li>
</ul>
Es soll noch können:
<ul>
	<li>Gescheite Animationen für Spielstart, Spielende und Schlafmodus</li>
	<li>Schlafmodus, damit man keinen Power-Schalter braucht und man das Spiel mit einem beliebigen Tastendruck wecken kann.</li>
	<li>(Mute-Schalter vor dem Buzzer im endgültigen Layout)</li>
</ul>
&nbsp;

Layout und Code finden sich auch im<a href=""https://github.com/LeoDJ/ATTiny-Says""> Github Repo</a>","Arduino Says (Teil 2)",,"publish","open","open",,"arduino-says-teil-2",,,"2016-02-12 13:56:35","2016-02-12 12:56:35",,"0","http://gingerlabs.tk/?p=45","0","post",,"0"
"93","1","2016-01-28 13:37:12","2016-01-28 12:37:12","Einige haben mich bereits gefragt, wie ich an mein breites Elektronik-Wissen gekommen bin. Darauf kann ich mit nur einem Wort antworten: YouTube.

Von YouTube habe ich bei weitem am meisten über Elektronik (und Englisch) gelernt, ich weiß nicht, ob das für jeden zutrifft, aber mir hat es auf jeden Fall sehr geholfen

Aber genau welche Kanäle würde ich denn empfehlen?

Hier also eine Liste meiner persönlichen, favorisierten YouTube-Channel (hauptsächlich elektronische, aber auch andere technische) inklusive kurzer Beschreibung:

<!--more-->
<ol>
	<li><a href=""https://www.youtube.com/channel/UCTIbJjEkWvY-CB7OnIv0QFg"" target=""_blank"">Gregor Ottmann</a> - [DE] Großartiger deutscher Elektronik-Bastler, viele Hobbyprojekte, sehr humorvoll</li>
	<li><a href=""https://www.youtube.com/channel/UCz0-R_txYGlU1cFBPtUXGSg"" target=""_blank"">BitBastelei</a> - [DE] Hobbyprojekte,  Teardowns und Repairs</li>
	<li><a href=""https://www.youtube.com/channel/UCDq5T5K8dd9qL6fKBtBMXoQ"" target=""_blank"">HomoFaciens</a> - [EN/DE] Erklärbär und einige Hobbyprojekte</li>
	<li><a href=""https://www.youtube.com/channel/UC6mIxFTvXkWQVEHPsEdflzQ"" target=""_blank"">GreatScott!</a> - [EN] Viele gute DIY-Projekte, einfach nachzubauen, Arduino / Raspberry Pi</li>
	<li><a href=""https://www.youtube.com/channel/UCDbWmfrwmzn1ZsGgrYRUxoA"" target=""_blank"">The Post Apocalyptic Inventor</a> - [EN] Erklärbär, einige DIY-Projekte (eher richtung Mechatronik)</li>
	<li><a href=""https://www.youtube.com/channel/UCmHvGf00GDuPYG9DZqQKd9A"" target=""_blank"">Julian Ilett</a> - [EN] Reviews zu China-Teilen, Elektronik-Spielereien</li>
	<li><a href=""https://www.youtube.com/channel/UCFtc3XdXgLFwhlDajMGK69w"" target=""_blank"">NightHawkInLight</a> - [EN] Etwas ausgefallenere DIY-Projekte (eher technisch)</li>
	<li><a href=""https://www.youtube.com/channel/UCUQo7nzH1sXVpzL92VesANw"" target=""_blank"">DIY Perks</a> - [EN] qualitativ hochwertige Elektronik-DIY-Tutorials</li>
	<li><a href=""https://www.youtube.com/channel/UCosnWgi3eorc1klEQ8pIgJQ"" target=""_blank"">Afrotechmods</a> - [EN] Erklärbär rund um Elektronik (lässt gerne Komponenten abrauchen)</li>
	<li><a href=""https://www.youtube.com/channel/UC4KXPjmKwPutGjwFZsEXB5g"" target=""_blank"">Jeremy Blum</a> - [EN] Arduino Tutorials, komplexe Elektronik-Projekte</li>
	<li><a href=""https://www.youtube.com/channel/UC42d7zFnWU0dYVk_M0JED6w"" target=""_blank"">Kevin Darrah</a> - [EN] gute Elektronik-Projekte zum Nachmachen, ab und zu Erklärbär</li>
	<li><a href=""https://www.youtube.com/channel/UCLhStqjQbgTyphK0dsXi0ZQ"" target=""_blank"">David Watts</a> - [EN] interessante Projekte (aber nicht gerade der Beste im Programmieren)</li>
	<li><a href=""https://www.youtube.com/channel/UC2DjFE7Xf11URZqWBigcVOQ"" target=""_blank"">EEVblog</a> - [EN] Dave Jones, sollte jeder kennen, der etwas mit Elektronik am Hut hat</li>
	<li><a href=""https://www.youtube.com/channel/UChturLXwYxwTOf_5krs0qvA"" target=""_blank"">The Ben Heck Show</a> - [EN] ausführliche, große Projekte  (einiges mit Retro-Konsolen)</li>
	<li><a href=""https://www.youtube.com/channel/UCcs0ZkP_as4PpHDhFcmCHyA"" target=""_blank"">mikeselectricstuff</a> - [EN] ausführliche Teardowns</li>
	<li><a href=""https://www.youtube.com/channel/UCtM5z2gkrGRuWd0JQMx76qA"" target=""_blank"">bigclivedotcom</a> - [EN] viele Teardowns von unterschiedlichsten Geräten (oft tägliche Uploads)</li>
	<li><a href=""https://www.youtube.com/channel/UCpOlOeQjj7EsVnDh3zuCgsA"" target=""_blank"">Adafruit Industries</a> - [EN] Offizieller Channel von <a href=""http://adafruit.com"" target=""_blank"">adafruit.com</a>, interessante Projekte und Produktvorstellungen</li>
	<li><a href=""https://www.youtube.com/channel/UCOTPsWDzNAosVd6vc3pCPHQ"" target=""_blank"">mjlorton</a> - [EN] ausführliche Tests und Reviews rund um Elektronik-Ausrüstung</li>
	<li><a href=""https://www.youtube.com/channel/UCl9OJE9OpXui-gRsnWjSrlA"" target=""_blank"">Photonicinduction</a> - [EN] ""I wanna blow stuff up!"" lustig, rund um Hochspannung, Hochstrom und Zerstörung von Haushaltsgeräten</li>
	<li><a href=""https://www.youtube.com/channel/UCiikqsFCXlqh4lPxHvoDEJw"" target=""_blank"">RODALCO2007</a> - [EN] random Zerstörung von allem Möglichen rund um Elektronik</li>
	<li><a href=""https://www.youtube.com/channel/UCJ0-OtVpF0wOKEqT2Z1HEtA"" target=""_blank"">ElectroBOOM</a> - [EN] Erklärbär rund um Elektronik-Basiswissen, extrem lustig, Sadomasochist (tut sich gern weh)</li>
	<li><a href=""https://www.youtube.com/channel/UCp68_FLety0O-n9QU6phsgw"" target=""_blank"">colinfurze</a> - [EN] Verrückter Wissenschalfter, baut die ausgefallensten Maschinen (Jetbetriebenes Kart, X-Men Flammenwerfer, etc.) -&gt; muss man gesehen haben</li>
	<li><a href=""https://www.youtube.com/channel/UCTXOorupCLqqQifs2jbz7rQ"" target=""_blank"">iforce2d</a> - [EN] Arduino + Quadcopter, viel DIY</li>
	<li><a href=""https://www.youtube.com/channel/UCp1vASX-fg959vRc1xowqpw"" target=""_blank"">Painless360</a> - [EN] alles rund um DIY Quadcopter</li>
	<li><a href=""https://www.youtube.com/channel/UCNEZ7cqaZzYLeyWfTkelkEA"" target=""_blank"">Taofledermaus</a> - [EN] ausgefallene Wissenschafts-Experimente, und Shotgun-Geschosse</li>
	<li><a href=""https://www.youtube.com/channel/UChWv6Pn_zP0rI6lgGt3MyfA"" target=""_blank"">AvE</a> - [EN] Irgendwas zwischen basic-Arduino und Maschinist</li>
</ol>
&nbsp;

&nbsp;

Es fällt vielleicht auf, dass die meisten Channel englischsprachig sind. Dies ist recht einfach zu erklären. Englische YouTube-Channel sind qualitativ einfach hochwertiger (und außerdem finde ich die englische Sprache einfach besser für Elektronik-Gelaber geeignet :P)

Fallen dir noch weitere Kanäle ein, die sich in dieser Liste gut machen würden? Dann hinterlass doch bitte einen Kommentar ;)","Empfohlene YouTube Kanäle",,"publish","open","open",,"empfohlene-youtube-kanaele",,,"2016-01-28 17:21:50","2016-01-28 16:21:50",,"0","http://gingerlabs.de/?p=93","0","post",,"0"
"1594","1","2015-10-16 21:42:53","0000-00-00 00:00:00","Auf der MakerFaire Hannover 2015 hatte ich am Stand von Arduino Hannover etwas entdeckt. Und zwar einen elektronischen Würfel.

Nun gibt es viele elektronische DIY-Würfel, bei denen man einfach einen Knopf drücken muss, damit eine Zahl gewürfelt wird. Doch dieser hatte etwas besonderes an sich.<!--more-->

Und zwar hat dieser Würfel einen Schüttelschalter.
Kein Würfeln-Knopf, oder Power-Schalter weit und breit.

Das hat mich inspiriert, auch einen solchen Würfel zu entwerfen und zu bauen.

Die Teileliste war schnell kreiert:
<ul>
	<li>7 LEDs</li>
	<li>7 Widerstände</li>
	<li>1 ATTiny</li>
	<li>1 Schüttelschalter</li>
	<li>1 Knopfzelle</li>
</ul>
&nbsp;","ATTiny Würfel",,"draft","open","open",,,,,"2015-10-16 21:42:53","2015-10-16 19:42:53",,"0","https://gingerlabs.de/?p=1594","0","post",,"0"
"1596","1","2015-11-02 16:40:14","2015-11-02 15:40:14","Vor Kurzem hatte ich mich gefragt, wie viel Strom eigentlich im Moment insgesamt verbraucht wird.  Natürlich hätte ich zum Stromzähler rennen können und anhand der Drehgeschwindigkeit der Scheibe bestimmen können, wie viel Strom gerade verbraucht wird. Aber das kann ich ja nicht die ganze Zeit machen.

Daher die Idee, den Momentanverbrauch  mit einem Arduino auszulesen und an ein LC-Display zu senden.
<h3>Das Ziel</h3>
Ziel ist es, im Wohnzimmer, oder an einer anderen, strategisch sinnvollen Position, ein LC-Display hängen zu haben, dass alle wichtigen Informationen anzeigt.

Was das Display anzeigen soll:

<!--more-->
<ul>
	<li>Momentanverbrauch (in W / kW)</li>
	<li>Grafische Darstellung des Momentanverbrauchs als Balken</li>
	<li>24h-Verbrauch (in kWh)</li>
	<li>eventuelle Darstellung des 24h-Verbrauchs als Graph</li>
</ul>
<h3>Das System</h3>
Sensor am Stromzähler -&gt; Arduino -&gt; NRF24L01 &gt;&gt;&gt;&gt; NRF24L01 -&gt; Arduino -&gt; LCD

[caption id=""attachment_1598"" align=""alignright"" width=""250""]<img class=""wp-image-1598"" src=""https://gingerlabs.de/wp-content/uploads/2015/11/nrf24l01.jpg"" alt=""NRF24L01"" width=""250"" height=""190"" /> NRF24L01-Modul[/caption]

Damit die Informationen auch auf dem Display ankommen, müssen sie zuerst einmal durch einen Sensor am Stromzähler eingelesen werden. Die Sensordaten werden dann von einem Arduino ausgewertet und über ein NRF24L01-Funkmodul weitergesendet. Ein weiterer Arduino empfängt die Daten über ein NRF-Modul und zeigt diese dann auf einem LCD an.
<h3>Der Sensor</h3>
[caption id=""attachment_1600"" align=""alignright"" width=""800""]<a href=""https://gingerlabs.de/idee-arduino-momentanstromverbrauchsanzeige/olympus-digital-camera/"" rel=""attachment wp-att-1600""><img class=""size-full wp-image-1600"" src=""https://gingerlabs.de/wp-content/uploads/2015/11/energiezaehler_kpl_01.jpg"" alt=""Ferraris-Zähler"" width=""800"" height=""1070"" /></a> Ferraris-Zähler[/caption]

Hier wird das Ganze etwas problematisch. Denn um den Stromverbrauch mit einem alten Ferraris-Zähler (die mit Drehscheibe) zu messen, muss ich die rote Markierung auf der Scheibe digital erkennen können. Das geht nur durch irgendeine Art optische Erkennung.

Meine erste Idee war es, mit einer grünen LED und einem LDR erkennen zu können, ob sich unter dem Licht der LED gerade der silberne Teil der Scheibe, oder die rote Markierung befindet. Allerdings müsste die LED mit einer Linse auf einen Punkt der Scheibe fokussiert  werden, damit nicht zu viel Licht zum LDR zurückreflektiert wird. Man könnte die grüne LED auch durch eine grüne Laserdiode ersetzen, sofern diese in den beschränkten Platz des Schaltschranks passt.

Durch ähnliche Projekte auf <a href=""https://www.mikrocontroller.net/"">mikrocontroller.net</a>  konnte ich mir noch einige weitere Anregungen einholen. Dort wurden Sensoren basierend auf Infrarotreflektionslichtschranken, Computermaussensoren, etc vorgeschlagen, die alle recht vielversprechend klingen.

Sofern der Sensor funktioniert, stellt der Rest des Systems keine große Schwierigkeit mehr da. Der Arduino am Zähler muss die Pulse, die er in x Zeitabständen bekommt in Watt(-stunden) umrechnen und diese Daten dann über die NRF-Module an den zweiten Arduino senden, der diese dann nur noch schön auf dem LCD anzeigen muss.

&nbsp;

Bei Zeit werde ich die Theorie mit dem reflektierten grünen Licht testen und über die Ergebnisse berichten.","[Idee] Arduino Momentanstromverbrauchsanzeige",,"publish","open","open",,"idee-arduino-momentanstromverbrauchsanzeige",,,"2016-02-12 13:49:12","2016-02-12 12:49:12",,"0","https://gingerlabs.de/?p=1596","0","post",,"0"
"1623","1","2015-11-17 18:18:27","2015-11-17 17:18:27","<p style=""text-align: justify;"">Einige kennen das vermutlich auch. Man ist für eine kurze Weile weg vom PC und schickt den Rechner deshalb in den Standby. Als man jedoch wiederkommt ist er wieder an!? Gruselig.</p>
<p style=""text-align: justify;"">In den meisten Fällen lässt sich das Problem recht schnell auf die Maus o.ä. zurückführen, die sich einbildet, sie hätte sich noch einen Mikrometer bewegt und dadurch den PC wieder aufweckt. Dabei wiederum lässt sich der Täter im Normalfall durch ein einfaches
<!--more--><code>powercfg -lastwake
</code>in der Windows Konsole aufspüren.</p>
<p style=""text-align: justify;"">In meinem Fall war das jedoch etwas anderes, denn <code>powercfg -lastwake</code> liefert mir kein einziges Gerät zurück, das den PC aufgeweckt haben sollte. Auch im Gerätemanager ist die ""Aufweckfähigkeit"" jedes Gerätes unterbunden und zur Sicherheit dürfen auch die Waketimer den PC nicht aufwecken.</p>
<p style=""text-align: justify;"">An diesem Punkt konnte mir selbst Google nicht mehr weiterhelfen. Denn schließlich hatte ich schon alles getan, um unerwünschtes Aufwecken zu unterbinden. Sogar den Waketimern hatte ich ihre Weckfähigkeit entzogen</p>
<p style=""text-align: justify;"">Denkste! Aus reiner Neugierde führte ich auch noch den Befehl
<code>powercfg -waketimers</code> aus. Und siehe da: es war tatsächlich ein Waketimer aktiv!</p>
<code>Der von [SERVICE] \Device\HarddiskVolume2\Windows\System32\svchost.exe (SystemEventsBroker) gesetzte Zeitgeber läuft um $in5min am $heute ab.
Ursache: Die geplante Aufgabe ""NT TASK\Microsoft\Windows\UpdateOrchestrator\Reboot"" wird ausgeführt. Hierzu muss der Computer reaktiviert werden.</code>
<p style=""text-align: justify;"">Aha! Der Computer muss dazu also reaktiviert werden... Komisch, da ich in den Energieeinstellungen den Waketimern doch eigentlich verboten hatte, den PC aufzuwecken. Ein kurzer Check bestätigt mir, Waketimer dürfen laut Einstellung den PC immer noch nicht aufwecken. Trotzdem hat es dieser getan. :o</p>
<p style=""text-align: justify;"">An diesem Punkt sollte man wohl erwähnen, dass dieses Problem früher so nicht aufgetreten ist und erst seit der Installation von Windows 10 auftrat... Oh, hm, da hat einer bei Microschrott wohl wieder geschlampt und es geschafft, die Waketimer-Einstellung komplett zu ignorieren. (Ich frage mich echt warum ich immer noch bei denen bin... Achja, stimmt. Spiele.)</p>
<p style=""text-align: justify;"">Also rein in die Aufgabenplanung und durchs Seitenmenü gehangelt (Microsoft &gt; Windows &gt; UpdateOrchestrator &gt; Reboot =&gt; Eigenschaften &gt; Bedingungen) und ein erneuter Aha-Moment: Da ist ja der fiese kleine Haken.</p>


[caption id=""attachment_1625"" align=""aligncenter"" width=""632""]<a href=""https://gingerlabs.de/?attachment_id=1625""><img class=""wp-image-1625 size-full"" src=""https://gingerlabs.de/wp-content/uploads/2015/11/Reaktivieren.png"" alt=""Da haben wir den Lümmel!"" width=""632"" height=""480"" /></a> Da haben wir den Lümmel![/caption]
<p style=""text-align: justify;"">Tja, seitdem der Haken draußen ist, hatte ich keinerlei Probleme mit dem zombieartigen Aufwachen meines PCs mehr. :)</p>
&nbsp;

Fazit: Windoof ist und bleibt eben immer noch eins: doof!","Hilfe, mein PC ist ein Zombie!",,"publish","open","open",,"hilfe-mein-pc-ist-ein-zombie",,,"2016-02-12 13:34:13","2016-02-12 12:34:13",,"0","https://gingerlabs.de/?p=1623","0","post",,"1"
"1662","1","2016-01-10 16:58:27","2016-01-10 15:58:27","<blockquote>""Deleted code is debugged code.""

<cite>Jeff Sickel</cite></blockquote>","Deleted code",,"publish","open","open",,"deleted-code",,,"2016-02-12 14:07:01","2016-02-12 13:07:01",,"0","https://gingerlabs.de/?p=1662","0","post",,"0"
"1666","1","2016-01-27 22:35:09","2016-01-27 21:35:09","<blockquote>Da der gute Thomas von <a href=""https://nerdmind.de"" target=""_blank"" rel=""noopener"">nerdmind.de</a> mich darum gebeten hat, doch kurz einen Artikel über Reihen- und Parallelschaltung zu schreiben, ist er hier nun:</blockquote>
<p style=""text-align: justify;"">Oft hört man die Begriffe Reihen- und Parallelschaltung. Einige dürften diese Begriffe bereits zur Schulzeit erklärt bekommen haben.  Für diejenigen, die das nicht (mehr) kennen, folgt nun eine mehr oder weniger kurze Erklärung dazu.</p>
<p style=""text-align: justify;"">Vereinfacht kann man sich elektronische Stromkreise wie eine Straße vorstellen. Und die Elektronen, die z.B. durch eine Glühbirne fließen und diese zum Leuchten bringen, als Autos.</p>
<p style=""text-align: justify;""><!--more--></p>
<p style=""text-align: justify;"">Die Reihenschaltung entspricht einer einspurigen Straße, in der alle Autos (Strom) hintereinander fahren müssen. Hält nun ein Auto an, oder klafft in der Straße ein großes Loch, bleiben alle Autos stehen und können nicht mehr weiterfahren.</p>
<p style=""text-align: justify;"">Eine Autobahn wäre dann eine Parallelschaltung, bei der es einige Fahrspuren gibt, auf denen die Autos fahren können.</p>
<p style=""text-align: justify;"">In diesem Beispiel entspricht ein Verbraucher (beispielsweise ein Elektromotor, oder eine Lampe) dann einer bestimmten Stelle auf der Straße und solange Autos über diese Stelle fahren, dreht sich der Motor, bzw. leuchtet die Lampe.</p>
<p style=""text-align: justify;"">Wenn wir uns das nun anhand dem Beispiel zweier Lichterketten ansehen, eine in Parallelschaltung und eine in Reihenschaltung, lassen sich recht schnell die Unterschiede der beiden Schaltungsarten erfassen.</p>

<h3 style=""text-align: justify;"">Reihenschaltung</h3>
<p style=""text-align: justify;""><a href=""https://gingerlabs.de/reihen-und-parallelschaltung/lichterkettereihe/"" rel=""attachment wp-att-1672""><img class=""size-full wp-image-1672 alignright"" src=""https://gingerlabs.de/wp-content/uploads/2016/01/LichterketteReihe-e1453914976164.jpg"" alt=""LichterketteReihe"" width=""440"" height=""147"" /></a></p>
<p style=""text-align: justify;"">Zum einen gibt es die oft für Weihnachtsdekoration eingesetzten Lichterketten mit den kleinen Glühbirnchen, oft auch in Kerzenform. Diese sind meist alle in Reihe geschaltet und sobald eine der Birnchen herausgedreht wird, oder ausfällt, weil der Glühdraht im Inneren gebrochen ist, bleibt die ganze Kette dunkel und man muss jede Birne einzeln prüfen, um die Fehlerhafte zu finden.
Oder um es vereinfacht auszudrücken: Über die Länge der einspurigen Straße sind diese bestimmten Stellen verteilt, aber es klafft ein Loch in der Straße, weshalb alle Autos stehen und nicht mehr über die bestimmten Stellen fahren können, und alle Verbraucher deshalb keinen Strom mehr erhalten.</p>


[caption id=""attachment_1688"" align=""alignnone"" width=""1790""]<a href=""https://gingerlabs.de/reihenschaltung/"" rel=""attachment wp-att-1688""><img class=""size-full wp-image-1688"" src=""https://gingerlabs.de/wp-content/uploads/2016/01/Reihenschaltung-e1453973513601.png"" alt=""Eine Reihenschaltung"" width=""1790"" height=""384"" /></a> Eine Reihenschaltung[/caption]
<h3>Parallelschaltung</h3>
<p style=""text-align: justify;""><a href=""https://gingerlabs.de/reihen-und-parallelschaltung/lichterketteparallel/"" rel=""attachment wp-att-1671""><img class="" wp-image-1671 alignright"" src=""https://gingerlabs.de/wp-content/uploads/2016/01/LichterketteParallel-e1453915067454.jpg"" alt=""LichterketteParallel"" width=""261"" height=""158"" /></a></p>
<p style=""text-align: justify;"">Zum anderen gibt es diese Outdoor-Party-Lichterketten, die aus normalen, eingefärbten Glühbirnen besteht. Da diese normale Glühbirnen verwenden, die auch in eine einzelne Lampenfassung geschraubt werden könnten, sind diese parallel geschalten. Sofern hier eine der Birnen kaputt geht, bleibt diese einfach aus, während die anderen weiterleuchten.
Einfach gesagt gibt es hier pro Autobahnspur eine dieser bestimmten Stellen und wenn eine Spur ein Loch hat, dann wird die bestimmte Stelle dieser Spur eben nicht mehr überfahren und nur ein Verbraucher bleibt stromlos.</p>


[caption id=""attachment_1687"" align=""alignnone"" width=""1564""]<a href=""https://gingerlabs.de/parallelschaltung/"" rel=""attachment wp-att-1687""><img class=""size-full wp-image-1687"" src=""https://gingerlabs.de/wp-content/uploads/2016/01/Parallelschaltung-e1453973486355.png"" alt=""Eine Parallelschaltung"" width=""1564"" height=""345"" /></a> Eine Parallelschaltung[/caption]","Reihen- und Parallelschaltung",,"publish","open","open",,"reihen-und-parallelschaltung",,,"2017-09-26 01:22:10","2017-09-25 23:22:10",,"0","https://gingerlabs.de/?p=1666","0","post",,"3"
